Price,Close,High,Low,Open,Volume
Ticker,EPIGRAL.NS,EPIGRAL.NS,EPIGRAL.NS,EPIGRAL.NS,EPIGRAL.NS
Date,,,,,
2023-08-31,999.1760864257812,1029.6196572656872,980.8999651860729,1023.0641249863104,148538
2023-09-01,997.0902099609375,1019.7863174557714,989.2930948585519,999.2257564535172,78498
2023-09-04,1024.4547119140625,1045.7602219278301,999.5733468295223,1003.397457808928,162263
2023-09-05,1019.68701171875,1041.8864860604517,1014.1247454936184,1034.884032408135,67336
2023-09-06,1032.947021484375,1037.9630637366818,1016.1112097632778,1024.0076266770734,77240
2023-09-07,1076.501953125,1100.5389466001538,1026.043981803212,1036.96990997343,338870
2023-09-08,1056.68603515625,1112.4082348410477,1050.3788201548607,1091.053015329625,146962
2023-09-11,1031.35791015625,1083.6533986005206,1024.0574280083747,1056.7359094660637,72161
2023-09-12,988.6474609375,1044.0717618841486,973.400849433284,1040.8436468222526,70917
2023-09-13,1004.5894165039062,1008.1651504232331,972.6062340897864,999.1761038176894,31413
2023-09-14,1019.3890380859375,1022.0708080333515,988.2997609263214,1006.6255324371723,35684
2023-09-15,999.970703125,1035.976601300596,994.4580880808777,1026.0439397349144,46338
2023-09-18,1000.0203247070312,1020.5809456642214,996.2459255486268,999.9706735255036,34743
2023-09-20,991.1802978515625,1006.6255740867975,987.3065356852287,995.9479631626364,25962
2023-09-21,977.1255493164062,1002.2055189430789,969.4277368567344,994.6070088461288,28551
2023-09-22,979.55908203125,990.3359954296158,975.1886867538168,982.3402151059101,18412
2023-09-25,958.0051879882812,986.6112405747647,954.5287565129479,986.6112405747647,36423
2023-09-26,966.1004028320312,979.5591478447013,958.0052589756787,958.0052589756787,27093
2023-09-27,959.4951782226562,971.6130383540269,953.1382501007098,965.4547756029211,23372
2023-09-28,969.9244384765625,991.2300104634752,960.7367261817257,960.7367261817257,40725
2023-09-29,986.8098754882812,1002.9504496973246,972.9041500158747,973.4504342488889,42140
2023-10-03,992.5708618164062,999.2257572149352,988.5977971753927,990.2863617726545,31528
2023-10-04,969.7257690429688,1007.2215677104731,956.0683589322883,990.2863912980608,38917
2023-10-05,987.6045532226562,1002.2055782315347,973.4008589364757,979.261153663409,48355
2023-10-06,980.0557861328125,996.2460133069877,973.4008903697387,996.2460133069877,15607
2023-10-09,968.9808349609375,979.3604789365675,956.515356202753,979.3604789365675,30827
2023-10-10,966.9942626953125,987.2569167085522,956.5153167806463,973.8974746660683,42095
2023-10-11,971.8117065429688,988.05158520162,964.4615121696637,980.3537718964553,40122
2023-10-12,970.5700073242188,986.3132509778804,968.0371302347723,981.3469204090089,20102
2023-10-13,974.5430908203125,980.3536734497607,965.4546814520439,968.4344798515872,24379
2023-10-16,967.0936279296875,978.367174677579,965.057383787633,967.4412468385401,22031
2023-10-17,972.5068969726562,977.7712562497146,963.3688965747849,971.8613103272397,29336
2023-10-18,959.8427124023438,976.3309667397102,956.5152950751603,975.3377005973684,20432
2023-10-19,952.9395751953125,965.9016864182413,948.5691798552181,956.5153091105498,17650
2023-10-20,934.4151611328125,957.9555817815318,928.2072474925467,954.131470604634,39818
2023-10-23,907.2990112304688,945.8873783708701,895.9261012570857,928.2072523555948,38989
2023-10-25,895.1810913085938,921.6516576757296,884.0068474503728,908.8385004686417,42763
2023-10-26,895.3797607421875,898.4588614808381,866.2273635912583,894.932778860989,52461
2023-10-27,908.0935668945312,919.6651416547985,903.2265385674475,903.2762503736831,23372
2023-10-30,894.9824829101562,923.7375510599172,893.9395655418554,905.8587597490801,22195
2023-10-31,889.32080078125,908.2922201435014,885.2484339183555,908.2922201435014,29943
2023-11-01,891.307373046875,900.8924158332417,879.5868443703476,898.9058834940283,17397
2023-11-02,894.6844482421875,904.9647282271163,884.1061399250503,896.9192969888375,21911
2023-11-03,891.75439453125,914.5498662604001,887.9799950440377,897.9126571809956,16182
2023-11-06,923.2905883789062,932.4286495862341,884.1062244818489,898.9059151803375,86502
2023-11-07,930.1441040039062,937.0969670966005,909.3848170917714,929.0018236747302,27756
2023-11-08,916.4866333007812,929.6474089923184,915.0960365252226,929.6474089923184,23169
2023-11-09,895.3301391601562,922.1979766119049,890.264445379358,917.7779300835331,31371
2023-11-10,900.594482421875,903.37561567791,891.953054292208,891.953054292208,14974
2023-11-13,915.4934692382812,926.618062810081,909.2359042991931,909.2359042991931,32815
2023-11-15,925.7737426757812,931.4850232831558,915.9900949284632,927.0649766013128,24490
2023-11-16,906.5540161132812,930.0944357044496,903.872185416336,923.737508172739,24724
2023-11-17,905.5111083984375,918.8208384119156,900.0481445824793,910.3284249683024,25944
2023-11-20,898.4588623046875,909.6827574056084,893.9395135554323,905.5110881750056,25860
2023-11-21,900.64404296875,907.8452222480701,896.9689462461976,898.4588454074362,17156
2023-11-22,896.0750732421875,909.4344543376649,892.9462606487621,906.2560511861806,23509
2023-11-23,907.4479370117188,917.6786269306929,892.3503399208798,893.9395415228139,31846
2023-11-24,911.0733642578125,930.2433885790715,903.8721847638151,916.5363280118795,48446
2023-11-28,916.4370727539062,927.71061973984,901.3890657536454,905.4614328754316,42907
2023-11-29,909.2359008789062,920.956429877327,906.6533723925087,917.7779659224609,24842
2023-11-30,898.9555053710938,913.5565297131392,896.8200195505514,909.2358462658699,25236
2023-12-01,900.4951171875,915.7417898084767,895.9757680796612,899.8991817141738,43554
2023-12-04,900.7930908203125,913.5068853468262,898.9058608958418,913.5068853468262,39525
2023-12-05,902.7796630859375,917.3806275593187,899.899166889278,906.8520302096147,37455
2023-12-06,954.2308959960938,975.9833904395225,900.2468390757422,911.8184151075446,361594
2023-12-07,923.4891967773438,957.5085621869958,919.8637511044636,957.5085621869958,85115
2023-12-08,922.9429321289062,938.6861765857277,918.7712021133981,931.683662251208,40210
2023-12-11,919.8638305664062,932.5279749880723,917.7779957348545,932.5279749880723,28637
2023-12-12,915.344482421875,936.6997063736457,908.8386007381442,927.7106591141276,46750
2023-12-13,923.2905883789062,928.7039013189122,908.2922929388202,920.757771681959,28593
2023-12-14,913.1591796875,932.9251996497292,909.8317624478594,923.7374880747917,29017
2023-12-15,921.8502807617188,941.6163012076163,903.9218390502654,903.9218390502654,83453
2023-12-18,917.62890625,928.1079126069535,913.9538700030457,928.1079126069535,33043
2023-12-19,914.5498046875,923.4892000089092,901.389028242092,917.6289054929903,60284
2023-12-20,893.6415405273438,933.6701530491968,888.9731776372672,914.5497802340935,101904
2023-12-21,895.2308349609375,904.8655294520536,882.1197086881725,889.0725722514704,52544
2023-12-22,894.2374877929688,913.8048427461684,891.952987810934,908.2425766486793,47731
2023-12-26,930.6903686523438,940.4243646521586,894.4361547187145,894.9327877862985,172048
2023-12-27,941.7156372070312,946.0860326310524,922.7442774952732,937.1466370471369,87914
2023-12-28,954.1314697265625,964.9580953548852,929.0018474587241,951.1516711819772,83187
2023-12-29,970.470703125,976.3806489847849,948.6188472982805,963.4681887235415,112036
2024-01-01,975.0894165039062,988.2998445117446,962.4252727677004,976.8772834947747,74351
2024-01-02,1044.02197265625,1059.5168995546553,968.434446754127,977.0758739423018,475535
2024-01-03,1056.835205078125,1088.6197225240835,1030.0667302909314,1052.1171907697405,206310
2024-01-04,1061.851318359375,1072.628232772993,1039.9497493507968,1057.828541603246,100045
2024-01-05,1030.8116455078125,1059.1197304131333,1018.1475022606953,1052.8621052505289,80720
2024-01-08,1014.2240600585938,1040.942944231762,1009.8040741096061,1040.3470087805283,74601
2024-01-09,1030.66259765625,1039.9496114843146,1003.1987656152413,1032.9470369477776,88206
2024-01-10,1029.768798828125,1042.9295768213467,1010.1517901212472,1042.9295768213467,52878
2024-01-11,1024.2064208984375,1042.7308589554987,1018.0978097900353,1021.0776082577135,41007
2024-01-12,1019.9850463867188,1042.7804563137704,1013.1314856167083,1018.2468306025725,59331
2024-01-15,1006.3275756835938,1032.450401422212,1002.6028278003807,1027.6827968806815,64560
2024-01-16,1015.416015625,1031.0103069591362,994.3091090518963,1008.1651845506005,73044
